방이름,보증금,월세,전세,방 수,욕실 수,주소,평 수,관리비,주차 여부,방향,층,총 층,건축물 용도,전세여부,월세여부,부동산 이름,부동산 전화번호,복층 여부,사용승인일,내부시설,기타시설
다가구2층,"1,000",68,0,1,1,서울시 서초구 반포동 726-25,11.97평/9.98평(전용률83%),10만원,불가능,동향(거실 기준),2,3,단독주택,0,1,한백부동산중개사무소,"02-555-2231,010-4630-0082",단층,1994.11.03,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","CCTV, 베란다, "
다가구 삼우주택 0동3층,"1,000",60,0,1,1,서울시 서초구 반포동 726-30,4.18평/3.34평(전용률80%),3만원,불가능,서향(안방 기준),3,3,단독주택,0,1,"주식회사 더탑부동산중개법인
",02-555-2297,단층,1995.11.06,"사설경비, 베란다, ",none
다가구 삼우주택 0동3층,"1,000",80,0,1,1,서울시 서초구 반포동 715-19,7.51평/7.51평(전용률100%),5만원,가능,동향(안방 기준),4,5,공동주택,0,1,"메트로부동산공인중개사사무소
","02-3446-9446,010-4295-4195",none,2011,"벽걸이에어컨, ","현관보안, "
다가구2층,"1,000",70,0,1,1,서울시 서초구 반포동 726-25,9.98평/9.98평(전용률100%),5만원,불가능,동향(안방 기준),2,3,단독주택,0,1,대영부동산공인중개사사무소,"02-515-5471,010-4776-7276",단층,1994.11.03,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","CCTV, 베란다, "
다가구2층,"1,000",70,0,1,1,서울시 서초구 반포동 721-16,8.98평/8.98평(전용률100%),5만원,불가능,남향(안방 기준),2,2,단독주택,0,1,대영부동산공인중개사사무소,"02-515-5471,010-4776-7276",단층,1988.07.09,"냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","베란다, "
다가구2층,"1,000",63,0,1,1,서울시 서초구 반포동 106-10,15.91평/12.99평(전용률82%),10만원,불가능,북향(안방 기준),고,5,공동주택,0,1,월드공인중개사사무소,"02-599-8884,010-2540-2355",none,1997.11.25,"냉장고, 세탁기, 벽걸이에어컨, ","엘리베이터, "
일반원룸2층,"1,000",76,0,1,1,서울시 서초구 반포동 726-25,9.31평/7.32평(전용률79%),0원,불가능,동향(안방 기준),2,3,단독주택,0,1,바른공인중개사사무소,"02-557-0473,010-2677-0474",단층,1994.11.03,"냉장고, 세탁기, 샤워부스, 싱크대, 가스레인지, 벽걸이에어컨, ","CCTV, 베란다, "
상가주택2층,500,58,0,1,1,서울시 서초구 반포동 711-3,9.38평/7.5평(전용률80%),5만원,가능,북동향(안방 기준),2,3,단독주택,0,1,바른공인중개사사무소,"02-557-0473,010-2677-0474",단층,1998.06.08,"냉장고, 세탁기, 욕조, 싱크대, 가스레인지, 벽걸이에어컨, ","베란다, "
일반원룸 도움빌딩5층,"1,000",80,0,1,1,서울시 서초구 반포동 52-14,9.99평/7.49평(전용률75%),15만원,가능,남향(안방 기준),5,6,단독주택,0,1,현대공인중개사사무소,"02-588-7239,010-3627-7239",단층,2000.10.18,"냉장고, 세탁기, 싱크대, 침대, 신발장, 가스레인지, ","사설경비, 엘리베이터, 베란다, "
일반원룸2층,500,50,0,1,1,서울시 서초구 반포동 720-1,8.98평/6.98평(전용률78%),10만원,가능,남향(거실 기준),2,4,단독주택,0,1,한백부동산중개사무소,"02-555-2231,010-4630-0082",단층,1989.10.14,"냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","베란다, "
일반원룸2층,500,50,0,1,1,서울시 서초구 반포동 710-13,7.98평/7.98평(전용률100%),10만원,불가능,남동향(거실 기준),2,4,단독주택,0,1,대영부동산공인중개사사무소,"02-515-5471,010-4776-7276",단층,1989.09.26,"신발장, 냉장고, 세탁기, 가스레인지, 벽걸이에어컨, ",none
일반원룸2층,500,58,0,2,1,서울시 서초구 반포동 104-3,11.79평/11.79평(전용률100%),7만원,불가능,서향(안방 기준),4,5,단독주택,0,1,플러스공인중개사사무소,"02-534-4100,010-5252-0325",none,1996.10.05,"신발장, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ",none
빌라4층,"5,000",100,0,1,1,서울시 서초구 반포동 75-2,12.97평/12.97평(전용률100%),20만원,가능,동향(거실 기준),고,4,공동주택,0,1,플러스공인중개사사무소,"02-534-4100,010-5252-0325",none,1988.03.15,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ",none
빌라고층,"1억 5,000",50,0,1,1,서울시 서초구 반포동 719-15,7.98평/7.98평(전용률100%),5만원,불가능,북향(안방 기준),2,3,단독주택,0,1,대영부동산공인중개사사무소,"02-515-5471,010-4776-7276",단층,1991.09.20,"냉장고, 세탁기, 싱크대, 벽걸이에어컨, ","베란다, "
빌라 모던빌3층,"1,000",85,0,2,1,서울시 서초구 반포동 726-13,12.38평/9.26평(전용률75%),0원,가능,서향(거실 기준),3,5,공동주택,0,1,제일부동산중개법인 알앤유(주) 분사무소,"02-532-7030,010-3877-7030",none,2003.10.16,"붙박이장, 신발장, 싱크대, 벽걸이에어컨, ","사설경비, 현관보안, 베란다, "
빌라 모던빌3층,"1,000",85,0,2,2,서울시 서초구 반포동 724-38,13.97평/13.97평(전용률100%),10만원,불가능,남동향(거실 기준),4,5,단독주택,0,1,대영부동산공인중개사사무소,"02-515-5471,010-4776-7276",단층,2003.11.05,"싱크대, 벽걸이에어컨, ","사설경비, 베란다, "
다가구 남현빌딩4층,"2,000",140,0,1,1,서울시 서초구 반포동 743-16,8.16평/7.26평(전용률89%),5만원,불가능,남향(안방 기준),4,4,단독주택,0,1,월드공인중개사사무소,02-518-5185,단층,1988.07.22,"냉장고, 세탁기, 싱크대, 벽걸이에어컨, ","CCTV, "
다가구4층,"1,000",55,0,2,1,서울시 서초구 반포동 726-13,12.38평/9.26평(전용률75%),0원,가능,서향(거실 기준),3,5,공동주택,0,1,가람공인중개사사무소,"02-567-8007,010-8405-2600",none,2003.10.16,"사설경비, 현관보안, 베란다, ",none
빌라 모던빌3층,"1,000",85,0,1,1,서울시 서초구 반포동 726-13,12.38평/9.26평(전용률75%),0원,가능,남향(거실 기준),3,5,공동주택,0,1,주식회사 빅토리부동산중개법인,"02-6953-5300,010-6665-5300",none,2003.10.16,"붙박이장, 신발장, 싱크대, 벽걸이에어컨, ","사설경비, 현관보안, 베란다, "
빌라 모던빌3층,"1,000",85,0,1,1,서울시 서초구 반포동 106-10,12.1평/12.1평(전용률100%),0원,불가능,남동향(거실 기준),4,5,공동주택,0,1,서래공인중개사사무소,"02-594-6611,010-9879-0334",none,1997.11.25,none,none
빌라4층,1억,80,0,2,1,서울시 서초구 반포동 107-30,12.1평/12.1평(전용률100%),0원,불가능,남동향(거실 기준),고,3,공동주택,0,1,서래공인중개사사무소,"02-594-6611,010-9879-0334",none,1997.05.05,none,none
다가구B1층,"1,000",90,0,2,1,서울시 서초구 반포동 727-18,10.98평/9.98평(전용률91%),0원,가능,남향(거실 기준),B1,3,단독주택,0,1,(주)집토스직영부동산 중개법인,"070-8028-7301,010-8413-3212",단층,1992.07.23,"옷장, 붙박이장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","CCTV, 현관보안, 방범창, 베란다, "
다가구B1층,"1,000",90,0,2,1,서울시 서초구 반포동 104-3,15.02평/11.99평(전용률80%),7만원,가능,서향(안방 기준),4,5,공동주택,0,1,"미주공인중개사사무소
",02-534-0046,none,1996.10.25,none,none
빌라4층,"5,000",100,0,1,1,서울시 서초구 반포동 721-16,23.53평/11.26평(전용률48%),0원,불가능,남향(거실 기준),고,2,단독주택,0,1,"좋은인연공인중개사사무소
","02-514-5554,010-4766-0831",단층,1988.07.09,"가스레인지, 냉장고, 세탁기, 싱크대, 벽걸이에어컨, ","베란다, "
다가구고층,"1,000",68,0,1,1,서울시 서초구 반포동 49-13,40.01평/7.26평(전용률18%),0원,불가능,남향(안방 기준),1,4,단독주택,0,1,럭키공인중개사사무소,"02-599-4545,010-5043-3355",단층,1995.12.21,"신발장, 냉장고, 세탁기, 벽걸이에어컨, ","사설경비, "
일반원룸,"3,000",70,0,2,1,서울시 서초구 반포동 739-1,12.97평/10.98평(전용률85%),7만원,불가능,동향(거실 기준),1,2,단독주택,0,1,부동산멘토공인중개사사무소,"02-508-1232,010-5457-2670",단층,none,"세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","사설경비, "
빌라 모던빌3층,"1,000",85,0,2,1,서울시 서초구 반포동 726-13,12.38평/9.26평(전용률75%),0원,가능,남서향(거실 기준),3,5,공동주택,0,1,아르누보공인중개사사무소,"02-540-6226,02-540-6228",none,2003.10.16,"신발장, 싱크대, 벽걸이에어컨, ","사설경비, 현관보안, 베란다, "
빌라 모던빌3층,"1,000",85,0,2,1,서울시 서초구 반포동 724-36,12평/9.86평(전용률82%),5만원,가능,동향(거실 기준),2,5,공동주택,0,1,주식회사 빅토리부동산중개법인,"02-6953-5300,010-6665-5300",none,2012.06.15,"침대, 옷장, 붙박이장, 식탁, 소파, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","비디오폰, 인터폰, CCTV, 현관보안, 엘리베이터, "
단독,"3,000",60,0,2,1,서울시 서초구 반포동 105-9,15.12평/13.91평(전용률92%),6만원,가능,남향(거실 기준),중,3,공동주택,0,1,채널공인중개사사무소,"02-3482-5001,010-9939-8448",none,1997.09.23,none,none
빌라중층,1억,110,0,1,1,서울시 서초구 반포동 728-15,9.66평/8.45평(전용률87%),10만원,불가능,남향(거실 기준),4,5,공동주택,0,1,"오렌지하우스공인중개사사무소
","02-512-4243,010-9138-1122",단층,2003.06.07,"가스레인지, 냉장고, 세탁기, 싱크대, 침대, 벽걸이에어컨, ","인터폰, 현관보안, 베란다, "
상가주택4층,"5,000",100,0,1,1,서울시 서초구 반포동 106-10,15.92평/12.99평(전용률82%),10만원,가능,북서향(안방 기준),4,5,공동주택,0,1,그린빌공인중개사사무소,02-594-6006,none,1997.11.25,none,none
빌라4층,"2,000",90,0,2,1,서울시 서초구 반포동 739,15.97평/13.97평(전용률88%),7만원,불가능,남향(거실 기준),3,3,단독주택,0,1,부동산멘토공인중개사사무소,"02-508-1232,010-5457-2670",단층,none,"붙박이장, 싱크대, 가스레인지, 벽걸이에어컨, ",none
다가구3층,"2,000",90,0,1,1,서울시 서초구 반포동 711-3,9.38평/9.38평(전용률100%),5만원,불가능,남서향(거실 기준),2,3,단독주택,0,1,"더탑부동산중개법인
",02-555-2298,단층,1998.06.08,"냉장고, 세탁기, 싱크대, 벽걸이에어컨, ","베란다, "
빌라저층,"1,000",60,0,2,1,서울시 서초구 반포동 551-43,10.99평/10.99평(전용률100%),5만원,가능,북서향(거실 기준),저,3,공동주택,0,1,플러스공인중개사사무소,"02-534-4100,010-5252-0325",none,1995.08.24,"냉장고, 세탁기, 가스레인지, 벽걸이에어컨, ",none
빌라저층,"1,000",60,0,1,1,서울시 서초구 반포동 720-1,10평/10평(전용률100%),5만원,가능,남향(거실 기준),2,4,단독주택,0,1,주식회사 빅토리부동산중개법인,"02-6953-5300,010-6665-5300",단층,1989.10.14,"신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","인터폰, 현관보안, 베란다, "
단독2층,"1,000",65,0,1,1,서울시 서초구 반포동 720-1,7.98평/7.98평(전용률100%),5만원,불가능,북동향(안방 기준),2,4,단독주택,0,1,대영부동산공인중개사사무소,"02-515-5471,010-4776-7276",단층,1989.10.14,"신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","현관보안, 베란다, "
다가구2층,"1,000",65,0,1,1,서울시 서초구 반포동,14.21평/13평(전용률91%),0원,불가능,서향(거실 기준),2,2,단독주택,0,1,대박공인중개사사무소,"02-565-8942,010-2311-2196",단층,1988.10.25,"가스레인지, 냉장고, 세탁기, 신발장, 싱크대, 전자레인지, 벽걸이에어컨, ","현관보안, "
단독2층,"1,000",100,0,1,1,서울시 서초구 반포동 52-14,10.58평/10.58평(전용률100%),15만원,가능,남향(거실 기준),고,6,단독주택,0,1,서울공인중개사사무소,"02-594-5600,010-7539-5606",단층,2000.10.18,"사설경비, 엘리베이터, 베란다, ",none
다가구B1층,60,60,0,1,1,서울시 서초구 반포동 714-17,5평/5평(전용률100%),5만원,불가능,북동향(거실 기준),B1,4,단독주택,0,1,주식회사 빅토리부동산중개법인,"02-6953-5300,010-6665-5300",단층,1992.12.29,"침대, 옷장, 냉장고, 세탁기, 싱크대, 가스레인지, 전자레인지, 벽걸이에어컨, ","현관보안, "
다가구B1층,60,60,0,1,-,서울시 서초구 반포동 711-3,9.37평/9.37평(전용률100%),5만원,불가능,남향(거실 기준),2,3,단독주택,0,1,주식회사 빅토리부동산중개법인,"02-6953-5300,010-6665-5300",단층,1998,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","베란다, "
다가구2층,"1,000",68,0,1,-,서울시 서초구 반포동 711-3,9.37평/9.37평(전용률100%),5만원,불가능,남향(거실 기준),2,3,단독주택,0,1,주식회사 빅토리부동산중개법인,"02-6953-5300,010-6665-5300",단층,1998,"냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","베란다, "
다가구2층,"1,000",68,0,1,1,서울시 서초구 반포동 81-10,11.42평/7.62평(전용률67%),7.5만원,가능,남동향(거실 기준),고,4,공동주택,0,1,그린빌공인중개사사무소,02-594-6006,none,1995.11.01,none,none
빌라 계림주택4층,"1,000",75,0,1,-,서울시 서초구 반포동 728-15,8.45평/8.45평(전용률100%),10만원,불가능,남향(거실 기준),4,5,단독주택,0,1,주식회사 빅토리부동산중개법인,"02-6953-5300,010-6665-5300",none,2003,"침대, 냉장고, 세탁기, 가스레인지, 벽걸이에어컨, ","현관보안, 베란다, "
빌라 계림주택4층,"1,000",75,0,2,1,서울시 서초구 반포동 701-9,36.07평/15.01평(전용률42%),6만원,가능,서향(안방 기준),2,3,공동주택,0,1,제일부동산중개법인 알앤유(주) 분사무소,"02-532-7030,010-3877-7030",단층,1993.12.29,"신발장, ","베란다, "
다가구 모던탑,"1,000",73,0,2,1,서울시 서초구 반포동 715-26,10.57평/8.49평(전용률80%),10.8만원,가능,북서향(거실 기준),3,5,공동주택,0,1,(주)집토스직영부동산 중개법인,"070-8028-7301,010-8413-3212",none,2011.12.28,"싱크대, 인덕션레인지, 벽걸이에어컨, ","현관보안, 베란다, "
빌라3층,"2,000",85,0,2,1,서울시 서초구 반포동 74-5,11.55평/8.99평(전용률78%),11만원,가능,남서향(거실 기준),고,5,공동주택,0,1,올(ALL)바른공인중개사사무소,02-518-0725,none,2021.09.29,"세탁기, 신발장, 싱크대, 인덕션레인지, 천장에어컨, ","비디오폰, 현관보안, CCTV, 엘리베이터, 화재경보기, "
빌라고층,"5억 5,000",20,0,1,1,서울시 서초구 반포동 711-3,28.15평/9.38평(전용률33%),5만원,불가능,동향(거실 기준),2,3,단독주택,0,1,대박공인중개사사무소,"02-565-8942,010-2311-2196",단층,1998.06.08,"냉장고, 세탁기, 신발장, 싱크대, 욕조, 벽걸이에어컨, ","현관보안, 베란다, "
다가구2층,"2,000",80,0,1,1,서울시 서초구 반포동 612-139,7.99평/6.34평(전용률79%),10만원,가능,남서향(거실 기준),3,5,공동주택,0,1,"미주공인중개사사무소
",010-9874-0046,단층,2019.09.25,none,none
일반원룸3층,"2,000",80,0,2,1,서울시 서초구 반포동 739,12.97평/12.97평(전용률100%),7만원,불가능,남동향(거실 기준),3,3,단독주택,0,1,대영부동산공인중개사사무소,"02-515-5471,010-4776-7276",단층,1998.03.08,"붙박이장, 싱크대, 벽걸이에어컨, ",none
다가구3층,"2,000",90,0,1,1,서울시 서초구 반포동 720-1,8.16평/6.95평(전용률85%),5만원,불가능,북동향(안방 기준),2,4,단독주택,0,1,월드공인중개사사무소,02-518-5185,단층,1988.10.14,"신발장, 냉장고, 세탁기, 가스레인지, 벽걸이에어컨, ","현관보안, 베란다, "
다가구2층,"1,000",65,0,1,1,서울시 서초구 반포동 728-15,8평/8평(전용률100%),10만원,불가능,남향(거실 기준),4,5,공동주택,0,1,주식회사 빅토리부동산중개법인,"02-6953-5300,010-6665-5300",none,2003.06.07,"침대, 냉장고, 세탁기, 가스레인지, 벽걸이에어컨, ","현관보안, 베란다, "
빌라 계림주택4층,"1,000",75,0,1,1,서울시 서초구 반포동 106-10,15.91평/12.99평(전용률82%),10만원,가능,북향(안방 기준),고,5,공동주택,0,1,플러스공인중개사사무소,"02-534-4100,010-5252-0325",none,1997.11.25,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","엘리베이터, 베란다, "
빌라고층,1억,80,0,2,1,서울시 서초구 반포동 724-1,31.16평/10.38평(전용률33%),0원,가능,서향(거실 기준),B1,3,공동주택,0,1,제일부동산중개법인 알앤유(주) 분사무소,"02-532-7030,010-3877-7030",단층,1995.12.01,"냉장고, 싱크대, 벽걸이에어컨, ","사설경비, 베란다, "
다가구 강화주택B1층,"1,000",90,0,1,1,서울시 서초구 반포동 726-25,9.07평/8.16평(전용률90%),3만원,불가능,남향(안방 기준),B1,3,단독주택,0,1,월드공인중개사사무소,02-518-5185,단층,1994.11.03,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","CCTV, 베란다, "
